OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area,OBJECTID,Join_Count,TARGET_FID,uid,BOROUGH,BLOCK,LOT,BBL,MAPBBL,CD,HNUM,SNAME,ADDRESS,PARCELNAME,AGENCY,USECODE,USETYPE,OWNERSHIP,CATEGORY,EXPANDCAT,EXCATDESC,LEASED,FINALCOM,AGREEMENT,XCOORD,YCOORD,LATITUDE,LONGITUDE,DCPEDITED,Shape_Length,Shape_Area
32,Polygon,SI,1865,20,502,5029102,50291021015,291.02,1014,31,50,10314,E158,121,51,100,5,2,4E, WASHINGTON AVENUE,M3-1, , , , , , , , , ,N,V7,11,0,X,PORT AUTHORITY OF NY AND NJ,27176,0,0,0,0,0,0,0,0,0,7,0,0,0,0,67,274,0,0, ,0,Y,5,5,302850,302850,302850,0,0,0, , ,0,0,2,0,5,5018650020,0,29102,932421,168856,20a, ,599 999,50801, ,5018650020,9/25/2017,1,1,1,24v1,t,40.629996,-74.186723, ,0,898.059934,29872.91046,32,0,32,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,898.059934,29872.91046
33,Polygon,SI,2705,1,502,5029102,50291021064,291.02,1084,31,50,10314,Q008,121,51,100,5,2,4D, VICTORY BOULEVARD,M3-1,M2-1, , , , , , , , ,Y,Z7, ,2,X,CITY OF NEW YORK,5775,0,0,0,0,0,0,0,0,0,7,24,0,0,0,105,55,0,0,N,0,N,5,0,4005,4005,4005,0,0,0, , ,0,0,2,0,5,5027050001,0,29102,929304,155373,26a, ,502 268,51101, ,0, ,1,1,1,24v1, ,40.592969,-74.197843, ,0,16886.00209,5312180.471,33,0,33,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,16886.00209,5312180.471
34,Polygon,SI,2705,24,502,5029102,50291021060,291.02,1079,31,50,10314,Q008,121,51,100,5,2,4D, VICTORY BOULEVARD,PARK, , , , , , , , , ,N,Q0,9,0,C,NYC DEPARTMENT OF PARKS AND RECREATION,3068,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,1141,0,0, ,0,Y,5,5,900,900,900,0,0,0, , ,0,0,0,0,5,5027050024,0,29102,930687,155725,26a, ,502 268,51101, ,0, ,1, ,1,24v1,t,40.593944,-74.192866, ,0,2919.936333,2907.73732,34,0,34,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2919.936333,2907.73732
35,Polygon,SI,2705,92,502,5029102,50291022018,291.02,2023,31,50,10314,Q008,121,51,100,5,2,4D,466 WILD AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,HL LAND MANAGEMENT LLC,1100,2112,2112,0,1056,0,0,0,1056,0,2,1,2,0,1,22,50,22,50,N,3,N,5,0,9900,48150,38250,2006,0,0, , ,1.92,0,2,0,5,5027050092,0,29102,929643,152614,26a, ,502 268,51101, ,5027050090,12/21/2006,1, , ,24v1, ,40.585398,-74.1966, ,0,144.000489,1100.003296,35,0,35,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,144.000489,1100.003296
36,Polygon,SI,2705,97,502,5029102,50291022018,291.02,2023,31,50,10314,Q008,121,51,100,5,2,4D,478 WILD AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,HL LAND MANAGEMENT LLC,1284,2498,2498,0,1249,0,0,0,1249,0,2,1,2,0,1,14,50,14.6,50,N,2,Y,5,0,11700,205200,74115,2006,0,0, , ,1.95,0,2,0,5,5027050097,0,29102,929606,152720,26a, ,502 268,51101, ,5027050090,12/21/2006,1, , ,24v1, ,40.585689,-74.196734, ,0,151.87693,1189.743325,36,0,36,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,151.87693,1189.743325
37,Polygon,SI,2705,250,502,5029102,50291021064,291.02,1084,31,50,10314,Q008,121,51,100,5,2,4D, VICTORY BOULEVARD,M3-1, , , , , , , , , ,N,U2,7,0,X,ARTHUR KILL POWER LLC,212247,0,0,0,0,0,0,0,0,0,7,0,0,0,0,450,519,0,0,N,0,Y,5,0,0,0,0,0,0,0, , ,0,0,2,0,5,5027050250,0,29102,927448,153582,26a, ,502 268,51101, ,5027050225,1/6/1997,1,1,1,24v1,t,40.588041,-74.20451, ,0,1598.013714,139481.0084,37,0,37,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1598.013714,139481.0084
38,Polygon,SI,2705,300,502,5029102,50291022018,291.02,2023,31,50,10314,Q008,121,51,100,5,2,4D, VICTORY BOULEVARD,M3-1, , , , , , , , , ,N,U0,7,0,X,"CONSOLIDATED EDISON CO.OF N.Y.,INC.",4425876,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,0, , ,0,0,2,0,5,5027050300,0,29102,928115,151746,26a,Y,500 000,51101, ,0, ,1,1,1,24v1,t,40.583006,-74.202094, ,0,12164.71733,4227748.363,38,0,38,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,12164.71733,4227748.363
39,Polygon,SI,2705,350,502,5029102,50291021060,291.02,1079,31,50,10314,Q008,121,51,100,5,2,4D,4431 VICTORY BOULEVARD,M3-1, , , , , , , , , ,N,U0,7,0,X,UNAVAILABLE OWNER,771498,5110,5110,0,0,0,0,0,0,0,2,12,1,0,1,0,0,55,95,N,1,N,0,0,0,0,0,2011,0,0, , ,0.01,0,2,0,5,5027050350,0,29102,929477,153924,26a, ,502 268,51101, ,0, ,1, ,1,24v1,t,40.588993,-74.197208, ,0,4045.775795,771498.2401,39,0,39,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4045.775795,771498.2401
40,Polygon,SI,2810,1,502,5029102,50291021060,291.02,1079,31,50,10314,Q008,121,51,100,5,2,4D, WEST SHORE PARKWAY,M2-1, , , , , , , , , ,N,V1,11,1,C,NYC DEPARTMENT OF TRANSPORTATION,680,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,253,0,0, ,0,Y,8,0,7200,7200,7200,0,0,0, , ,0,0,2,0,5,5028100001,0,29102,931006,156806,26a, ,502 237,51101, ,0, ,1,1,1,24v1,t,40.596913,-74.191726, ,0,476.637259,463.779098,40,2,40,44e5163b540b37d283be95879df5b428,5,2810,1,5028100001,5028100001,502, ,WEST SHORE PARKWAY,WEST SHORE PARKWAY,R-112,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE", , , ,931006,156806,40.596913,-74.191726, ,476.637259,463.779098
41,Polygon,SI,2810,47,502,5029102,50291021052,291.02,1062,31,50,10314,Q008,121,51,100,5,2,4D, MEREDITH AVENUE,M3-1, , , , , , , , , ,N,Z9, ,0, ,J & A BRUNO LLC,165900,0,0,0,0,0,0,0,0,0,7,1,0,0,0,233.33,876.25,0,0, ,0,Y,5,5,1242900,1322100,0,0,0,0, , ,0,0,2,0,5,5028100047,0,29102,929998,157602,26a, ,502 237,51101, ,0, ,1,1,1,24v1, ,40.599091,-74.195362, ,0,2664.322756,187448.42,41,0,41,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2664.322756,187448.42
42,Polygon,SI,2810,59,502,5029102,50291021052,291.02,1062,31,50,10314,Q008,121,51,100,5,2,4D,280 MEREDITH AVENUE,M3-1, , , , , , , , , ,N,E1,6,0, ,J & A FAMILY LIMITED PARTNERSHIP,318253,15001,15000,0,0,0,0,15000,0,0,2,2,1,0,1,476,876.25,250,57,N,0,Y,5,0,542250,860850,0,1986,1987,0, , ,0.05,0,2,0,5,5028100059,0,29102,929875,157883,26a, ,502 237,51101, ,5028100059,2/9/2010,1,1,1,24v1, ,40.599862,-74.195807, ,0,3268.02813,333049.967,42,0,42,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3268.02813,333049.967
43,Polygon,SI,2810,80,502,5029102,50291021052,291.02,1062,31,50,10314,Q008,121,51,100,5,2,4D,336 MEREDITH AVENUE,M3-1, , , , , , , , , ,N,T9,7,0,X,J & A BRUNO FAMILY LIMITED PARTNERSHIP,96215,18864,18864,0,1344,0,15120,2400,0,0,2,4,1.5,0,1,247,458,144,70,N,1,Y,5,0,284850,1081350,1081350,2009,0,0, , ,0.2,0,2,0,5,5028100080,0,29102,929855,158120,26a, ,502 237,51101, ,5028100059,2/9/2010,1,1,1,24v1, ,40.600512,-74.195881, ,0,1438.46043,96392.89223,43,0,43,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1438.46043,96392.89223
44,Polygon,SI,2810,96,502,5029102,50291021052,291.02,1062,31,50,10314,Q008,121,51,100,5,2,4D,356 MEREDITH AVENUE,M3-1, , , , , , , , , ,N,A1,1,0, ,"364 MEREDITH AVENUE, LLC",8444,1080,0,1080,0,0,0,0,0,0,2,1,2.5,1,1,41.67,202.67,20,25,E,1,N,5,2,12660,38220,0,1899,0,0, , ,0.13,0,2,0,5,5028100096,0,29102,929816,158328,26a, ,502 237,51101, ,0, ,1,1,1,24v1, ,40.601083,-74.196023, ,0,531.76618,9938.293246,44,0,44,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,531.76618,9938.293246
45,Polygon,SI,1309,2,501,5032300,50323001000,323,1000,31,49,10303,E158,121,51,100,5,1,4C,3615 RICHMOND TERRACE,M3-1, , , , , , , , , ,N,V1,11,0,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,22750,0,0,0,0,0,0,0,0,0,7,2,0,0,0,175.1,130,0,0, ,0,N,5,5,247500,247500,247500,0,0,0, , ,0,0,2,0,5,5013090002,0,323,934636,172906,20a,Y,502 269,50603, ,0, ,1,1,1,24v1,t,40.641125,-74.178773, ,0,623.776024,22935.97149,45,3,45,10dada7de426f0d02b315a864aac606e,5,1309,2,5013090002,5013090002,501,3615,RICHMOND TERRACE,3615 RICHMOND TERRACE,HOWLAND HOOK MARINE DIST CTR,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT, ,D,L,934636,172906,40.641125,-74.178773, ,623.776024,22935.97149
46,Polygon,SI,1309,5,501,5032300,50323001000,323,1000,31,49,10303,E158,121,51,100,5,1,4C, RICHMOND TERRACE,M3-1, , , , , , , , , ,N,V7,11,0,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,487872,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1530,450,0,0, ,0,Y,5,5,5406750,5406750,5406750,0,0,0, , ,0,0,2,0,5,5013090005,0,323,933124,173704,20a, ,502 269,50603, ,0, ,1,1,1,24v1,t,40.643306,-74.184227, ,0,4282.33958,726115.759,46,2,46,7f7e373e2310702c3a5c25f876863aa8,5,1309,5,5013090005,5013090005,501, , , ,HOWLAND HOOK MARINE TERMINAL,EDC,812,PIER - MARITIME USE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE", ,D,L,933124,173704,40.643307,-74.184227, ,4282.33958,726115.759
47,Polygon,SI,1338,1,501,5032300,50323001001,323,1001,31,49,10303,E158,121,51,100,5,1,4C,40 WESTERN AVENUE,M3-1, , , , , , , , , ,N,Y7,7,2,X,PORT AUTHORITY OF NY AND NJ,1916640,737830,737830,0,16880,0,0,0,720950,0,2,3,1,0,1,44,2800,875,400,N,0,Y,5,0,1871550,2950650,2950650,1934,0,0, , ,0.38,0,2,0,5,5013380001,0,323,934441,171178,20a,Y,502 270,50603, ,0, ,1,1,1,24v1,t,40.636381,-74.179463, ,0,8189.180396,2092920.828,47,0,47,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,8189.180396,2092920.828
48,Polygon,SI,1348,1,501,5032300,50323001015,323,1012,31,49,10303,E158,121,51,100,5,1,4C, WESTERN AVENUE,M2-1, , , , , , , , , ,N,Z7, ,1,C,MTA - STATEN ISLAND RAILWAY,54250,0,0,0,0,0,0,0,0,0,7,0,0,0,0,50,1085,0,0,N,0,Y,5,0,28800,28800,0,0,0,0, , ,0,0,2,0,5,5013480001,0,323,935348,169576,20c,Y,502 249,50603, ,0, ,1,1,1,24v1,t,40.631988,-74.176183, ,0,10843.29753,2862071.212,48,3,48,0d2786a63e53fa2dc617a41f176d2764,5,1348,1,5013480001,5013480001,501,278,SOUTH AVENUE,278 SOUTH AVENUE,ARLINGTON YARDS,NYC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT, , ,L,935348,169576,40.631989,-74.176183, ,10843.29753,2862071.212
49,Polygon,SI,1400,1,501,5032300,50323001004,323,1002,31,49,10303,E158,121,51,100,5,1,4C,5805 HYLAN BOULEVARD,M3-1, , , , , , , , , ,N,Y7,7,3,X,PORT AUTHORITY OF NY AND NJ,1406988,21500,21500,0,21500,0,0,0,0,0,2,3,2,0,1,2800,3700,2.42,12,N,0,Y,5,0,5139322,7064872,7064872,1906,1919,0, , ,0.02,0,2,0,5,5014000001,0,323,933810,171807,20a, ,502 269,50603, ,0, ,1,1,1,24v1,t,40.638103,-74.181741, ,0,11581.66354,1404447.844,49,0,49,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,11581.66354,1404447.844
50,Polygon,SI,1732,100,502,5029102,50291021011,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E, GULF AVENUE,M2-1,M3-1, , , , , , , , ,Y,V1,11,0,X,NYS OFFICE OF GENERAL SERVICES,44000,0,0,0,0,0,0,0,0,0,7,0,0,0,0,365,220,0,0, ,0,Y,5,5,552150,552150,552150,0,0,0, , ,0,0,2,0,5,5017320100,0,29102,934342,165110,20b, ,502 268,50801, ,0, ,1,1,1,24v1,t,40.619725,-74.179774, ,0,925.017955,47745.51779,50,0,50,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,925.017955,47745.51779
51,Polygon,SI,1732,195,502,5029102,50291021011,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E, GULF AVENUE,M3-1,M2-1, , , , , , , , ,Y,V1,11,0,X,NYS OFFICE OF GENERAL SERVICES,94960,0,0,0,0,0,0,0,0,0,7,0,0,0,0,407,432,0,0, ,0,Y,5,5,1191600,1191600,1191600,0,0,0, , ,0,0,2,0,5,5017320195,0,29102,934195,164759,20b, ,502 268,50801, ,0, ,1,1,1,24v1,t,40.61876,-74.180301, ,0,1354.934493,95520.16507,51,0,51,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1354.934493,95520.16507
52,Polygon,SI,1732,200,502,5029102,50291021011,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E, GULF AVENUE,M3-1, , , , , , , , , ,N,V1,11,0,X,NYS OFFICE OF GENERAL SERVICES,228690,0,0,0,0,0,0,0,0,0,7,0,0,0,0,943,320,0,0, ,0,Y,5,5,2869200,2869200,2869200,0,0,0, , ,0,0,2,0,5,5017320200,0,29102,933994,165311,20b, ,502 268,50801, ,0, ,1,1,1,24v1,t,40.620274,-74.181029, ,0,3016.761908,221998.0974,52,0,52,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3016.761908,221998.0974
53,Polygon,SI,1760,46,502,5029102,50291021019,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E,71 BLOOMFIELD AVENUE,M2-1, , , , , , , , , ,N,E2,6,1, ,SITESTAR INC,12300,7805,7805,0,2800,0,0,0,5005,0,2,3,1,0,2,22,287,0,0,N,1,Y,5,0,69750,315900,0,1994,0,0, , ,0.63,0,2,0,5,5017600046,0,29102,934004,162665,20b, ,502 283,50801, ,5017600046,1/4/1995,1, ,1,24v1, ,40.613012,-74.180974, ,0,782.311689,29260.87234,53,0,53,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,782.311689,29260.87234
54,Polygon,SI,1760,110,502,5029102,50291021019,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E,680 GULF AVENUE,M2-1, , , , , , , , , ,N,E2,6,1, ,680 GULF AVENUE,16555,4000,4000,0,0,0,0,0,4000,0,2,1,1,0,1,93,153,80,50,N,1,Y,5,0,134100,206100,0,1990,0,0, , ,0.24,0,2,0,5,5017600110,0,29102,934119,162954,20b, ,502 283,50801, ,0, ,1, ,1,24v1, ,40.613806,-74.180562, ,0,521.014683,16456.4627,54,0,54,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,521.014683,16456.4627
55,Polygon,SI,1760,116,502,5029102,50291021019,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E,690 GULF AVENUE,M2-1, , , , , , , , , ,N,K1,5,1, ,RICHMOND REALTY LLC,16140,8200,8200,0,0,4800,0,0,0,3400,2,2,1.5,0,1,121,140,100,65,N,0,Y,5,0,108900,360000,48600,1999,0,0, , ,0.51,0,2,0,5,5017600116,0,29102,934079,162845,20b, ,502 283,50801, ,5017600116,1/2/2001,1, ,1,24v1, ,40.613506,-74.180705, ,0,505.284496,15599.47934,55,0,55,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,505.284496,15599.47934
56,Polygon,SI,1760,255,502,5029102,50291021019,291.02,1019,31,50,10314,E158,121,51,100,5,2,4E, GULF AVENUE,M2-1, , , , , , , , , ,N,V1,11,1, ,640 GULF REALTY LLC,9686,0,0,0,0,0,0,0,0,0,7,0,0,0,0,165,71,0,0, ,0,Y,5,0,121500,121500,0,0,0,0, , ,0,0,2,0,5,5017600255,0,29102,934325,163283,20b, ,502 283,50801, ,0, ,1, ,1,24v1, ,40.61471,-74.179822, ,0,451.684461,9739.164488,56,0,56,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,451.684461,9739.164488
57,Polygon,SI,1780,160,502,5029102,50291021029,291.02,1037,31,50,10314,Q008,121,51,100,5,2,4E,200 BLOOMFIELD AVENUE,M3-1, , , , , , , , , ,N,P9,8,0, ,BLOOMFIELD MANAGEMENT CORP.,12000,450,450,0,0,0,0,0,0,450,2,1,1,0,1,80,150,18,25,N,0,N,5,0,58500,88200,0,1959,0,0, , ,0.04,0,2,0,5,5017800160,0,29102,932736,162837,20b, ,502 282,50801, ,0, ,1,1,1,24v1, ,40.613477,-74.185542, ,0,484.925453,13482.50861,57,0,57,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,484.925453,13482.50861
58,Polygon,SI,1780,164,502,5029102,50291021029,291.02,1037,31,50,10314,Q008,121,51,100,5,2,4E,170 BLOOMFIELD AVENUE,M3-1, , , , , , , , , ,N,P9,8,3, ,S I SPORTSMENS CLUB,433422,2000,2000,0,0,0,0,0,0,2000,2,3,1,0,1,446,985,40,36,N,0,Y,5,0,263250,382500,0,1996,0,0, , ,0,0,2,0,5,5017800164,0,29102,932868,162361,20b, ,502 282,50801, ,0, ,1,1,1,24v1, ,40.612171,-74.185063, ,0,2821.907186,436373.0231,58,0,58,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2821.907186,436373.0231
59,Polygon,SI,1780,298,502,5029102,50291021029,291.02,1037,31,50,10314,Q008,121,51,100,5,2,4E,780 GULF AVENUE,M2-1, , , , , , , , , ,N,E7,6,3, ,SI SELF STORAGE CORP,114000,42000,42000,0,0,0,0,42000,0,0,2,17,1,0,1,256,662,30,125,E,0,Y,5,0,564300,3068550,0,1988,0,0, , ,0.37,0,2,0,5,5017800298,0,29102,933691,162325,20b, ,502 282,50801, ,5017800299,12/10/1986,1, ,1,24v1, ,40.612077,-74.182099, ,0,1732.073623,116511.9256,59,0,59,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1732.073623,116511.9256
60,Polygon,SI,1790,120,502,5029102,50291021042,291.02,1053,31,50,10314,Q008,121,51,100,5,2,4E, GULF AVENUE,M2-1, , , , , , , , , ,N,V1,11,1, ,URBYN X LLC,17808,0,0,0,0,0,0,0,0,0,7,0,0,0,0,107,158,0,0, ,0,Y,5,0,223200,223200,0,0,0,0, , ,0,0,2,0,5,5017900120,0,29102,932053,159435,26a,Y,599 999,50801, ,0, ,1,1,1,24v1, ,40.604135,-74.187976, ,0,548.149307,17893.03003,60,0,60,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,548.149307,17893.03003
61,Polygon,SI,1801,6,502,5029102,50291021051,291.02,1057,31,50,10314,Q008,121,51,100,5,2,4E,461 SPENCER STREET,M3-1, , , , , , , , , ,N,V1,11,0, ,"GLIKIS, ANASTASIOS J",1710,0,0,0,0,0,0,0,0,0,7,0,0,0,0,38,45,0,0, ,0,N,5,5,16650,16650,0,0,0,0, , ,0,0,2,0,5,5018010006,0,29102,929929,158781,26a, ,502 287,50801, ,0, ,1,1,1,24v1, ,40.602327,-74.19562, ,0,143.512961,1271.893843,61,0,61,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,143.512961,1271.893843
62,Polygon,SI,1801,10,502,5029102,50291021051,291.02,1057,31,50,10314,Q008,121,51,100,5,2,4D,451 SPENCER STREET,M3-1, , , , , , , , , ,N,F5,6,0, ,ANASTASIOS GLIKIS,89000,1500,1500,0,0,0,0,0,1500,0,2,5,1,0,1,437,220,30,50,G,0,Y,5,0,211644,239544,0,1931,0,0, , ,0.02,0,2,0,5,5018010010,0,29102,929943,159005,26a, ,502 287,50801, ,0, ,1,1,1,24v1, ,40.602942,-74.195571, ,0,1607.825291,119916.4053,62,0,62,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1607.825291,119916.4053
