OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area
2576,Polygon,QN,602,44,401,4005500,40055001001,55,1001,30,26,11106,L116,114,41,400,4,1,6C,36-24 34 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,"NYFTA 34, LLC",10075,9860,9860,0,4930,0,0,0,4930,0,2,1,1,0,2,95.58,100,94.5,100,N,0,Y,5,0,246150,552150,0,1927,0,0, , ,0.98,0,1,2.4,4,4006020044,0,55,1004148,214304,9b, ,401 083,40403, ,0, ,1, , ,24v1, ,40.754869,-73.92818, ,0,412.747648,10628.32509
2577,Polygon,QN,602,48,401,4005500,40055001001,55,1001,30,26,11106,L116,114,41,400,4,1,6C,36-32 34 STREET,M1-1, , , , , , , , , ,N,F9,6,0, ,3632 REALTY CORP.,6700,16200,16200,0,1500,0,0,5500,9200,0,2,1,3,0,3,66,100,60,90,N,0,Y,5,0,92250,611550,0,1931,0,0, , ,2.42,0,1,2.4,4,4006020048,0,55,1004102,214230,9b, ,401 083,40403, ,0, ,1, , ,24v1, ,40.754666,-73.928346, ,0,351.025687,7221.192615
2578,Polygon,QN,602,51,401,4005500,40055001001,55,1001,30,26,11106,L116,114,41,400,4,1,6C,36-36 34 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,3632 REALTY CORP.,3300,2101,2100,0,0,0,0,0,2100,0,2,1,1,0,1,34,100,30,70,N,0,Y,5,0,80550,134100,0,1931,0,0, , ,0.64,0,1,2.4,4,4006020051,0,55,1004078,214186,9b, ,401 083,40403, ,0, ,1, , ,24v1, ,40.754545,-73.928433, ,0,266.541192,3041.121041
2579,Polygon,QN,602,52,401,4005500,40055001001,55,1001,30,26,11106,L116,114,41,400,4,1,6C,36-48 34 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,LEME REALTY INC.,5000,5000,5000,0,0,0,0,0,5000,0,2,1,1,0,1,50,100,50,100,N,0,N,5,0,71550,300600,0,1920,0,0, , ,1,0,1,2.4,4,4006020052,0,55,1004055,214152,9b, ,401 083,40403, ,0, ,1, , ,24v1, ,40.754452,-73.928516, ,0,310.649544,5410.341389
2581,Polygon,QN,602,56,401,4005500,40055001001,55,1001,30,26,11106,L116,114,41,400,4,1,6C,36-56 34 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,SONNY SKYLINE LLC,7600,6870,6870,0,0,0,0,0,6870,0,2,1,1,0,1,50,156.42,46,145,G,0,Y,5,0,136800,558000,0,1925,0,0, , ,0.9,0,1,2.4,4,4006020056,0,55,1003981,214081,9b, ,401 083,40403, ,0, ,1, , ,24v1, ,40.754257,-73.928783, ,0,409.992786,7740.872806
2584,Polygon,QN,634,6,401,4005500,40055001012,55,1002,30,26,11101,L116,114,41,400,4,1,6C,34-07 37 AVENUE,M1-1, , , , , , , , , ,N,E9,6,0, ,JMR 37TH AVENUE LLC,2375,4375,4375,0,2000,0,0,2375,0,0,2,1,2,0,1,25,96.83,25,95,N,0,N,5,0,58050,268200,0,1940,1988,0, , ,1.84,0,1,2.4,4,4006340006,0,55,1004103,213890,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.753733,-73.928343, ,0,245.115294,2450.997347
2597,Polygon,QN,634,27,401,4005500,40055001002,55,1002,30,26,11106,L116,114,41,400,4,1,6C,36-17 34 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,THOMAS MICHAEL S,5000,5000,5000,0,0,0,0,5000,0,0,2,1,1,0,1,50,100,50,100,N,0,N,5,2,90000,279000,0,1920,0,0, , ,1,0,1,2.4,4,4006340027,0,55,1004323,214281,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754806,-73.927548, ,0,312.368953,5446.807212
2601,Polygon,QN,634,32,401,4005500,40055001002,55,1002,30,26,11106,L116,114,41,400,4,1,6C,36-09 34 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,APV ASTORIA LLC,2500,2500,2500,0,0,0,0,0,2500,0,2,1,1,0,1,25,100,25,99.5,N,0,N,5,0,45000,152550,0,1920,0,0, , ,1,0,1,2.4,4,4006340032,0,55,1004382,214378,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.755072,-73.927335, ,0,255.554929,2519.86527
2609,Polygon,QN,634,49,401,4005500,40055001002,55,1002,30,26,11106,L116,114,41,400,4,1,6C,36-34 35 STREET,M1-1, , , , , , , , , ,N,F1,6,0, ,"GAD 35TH STREET, LLC",5000,6533,6533,0,1533,0,0,0,5000,0,2,1,1,0,1,50,100.83,50,100,N,0,N,5,0,135000,285300,0,1967,2022,0, , ,1.31,0,1,2.4,4,4006340049,0,55,1004332,214100,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754309,-73.927516, ,0,301.742344,5067.974934
2611,Polygon,QN,634,55,401,4005500,40055001002,55,1002,30,26,11106,L116,114,41,400,4,1,6C,36-46 35 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,"FRED BOEHRER, JR.",2500,2900,2900,0,400,0,0,0,2500,0,2,1,2,0,1,25,100,25,100,N,0,N,5,0,44100,90900,0,1940,0,0, , ,1.16,0,1,2.4,4,4006340055,0,55,1004273,214004,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754045,-73.927729, ,0,251.369041,2539.608719
2617,Polygon,QN,635,15,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-36 36 STREET,M1-1, , , , , , , , , ,N,F1,6,0, ,GLY PROPERTY INC,20000,19400,19400,0,0,0,0,0,19400,0,2,1,1,0,3,100,200.17,97,200,N,0,N,5,0,270000,989100,0,1952,0,0, , ,0.97,0,1,2.4,4,4006350015,0,55,1004470,213927,9b, ,401 083,40404, ,4006350015,1/3/1991,1, , ,24v1, ,40.753834,-73.927019, ,0,601.925538,20053.66413
2618,Polygon,QN,635,19,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-35 35 STREET,M1-1, , , , , , , , , ,N,F1,6,0, ,NORTHERN MEHRA LLC,20000,19400,19400,0,0,0,0,0,19400,0,2,1,1,0,1,100,200,97,200,N,0,N,5,0,253350,1544400,0,1940,1996,0, , ,0.97,0,1,2.4,4,4006350019,0,55,1004522,214012,9b, ,401 083,40404, ,4006350015,1/3/1991,1, , ,24v1, ,40.754067,-73.926831, ,0,602.220171,20101.90519
2619,Polygon,QN,635,23,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-25 35 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,GNAH PROPERTIES LLC,15000,16800,16800,0,1800,0,0,15000,0,0,2,1,2,0,1,75,200,75,200,N,0,N,3,0,366750,811800,0,1964,0,0, , ,1.12,0,1,2.4,4,4006350023,0,55,1004568,214087,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754272,-73.926664, ,0,552.198472,15089.98528
2620,Polygon,QN,635,26,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-19 35 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,RZR 36TH AVE,10000,10000,10000,0,0,0,0,0,10000,0,2,1,1,0,1,50,200.17,50,200.17,N,0,N,5,2,131400,337050,0,1931,0,0, , ,1,0,1,2.4,4,4006350026,0,55,1004601,214140,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754418,-73.926545, ,0,501.928608,10054.27169
2621,Polygon,QN,635,28,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-11 35 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,RZR 36TH AVE,3850,5000,5000,0,0,0,0,0,5000,0,2,1,2,0,1,50,97.67,50,50,E,0,Y,5,0,55800,129600,0,1930,0,0, , ,1.3,0,1,2.4,4,4006350028,0,55,1004580,214215,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754624,-73.926621, ,0,282.565895,4213.970157
2622,Polygon,QN,635,33,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,35-02 36 AVENUE,M1-1, , , , , , , , , ,N,F5,6,0, ,RZR 36TH AVE,18400,37952,37952,0,0,0,0,0,37952,0,2,1,2,0,3,200.17,92.5,200,92,N,0,N,3,0,265500,1325250,0,1929,1996,0, , ,2.06,0,1,2.4,4,4006350033,0,55,1004665,214244,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754703,-73.926314, ,0,586.652157,18589.99589
2624,Polygon,QN,636,7,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-59 36 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,36-59 REALTY HOLDING,2400,2400,2400,0,0,0,0,2400,0,0,2,1,1,0,1,23.75,100.83,23.75,100,N,0,N,5,2,38250,170550,0,1930,0,0, , ,1,0,1,2.4,4,4006360007,0,55,1004564,213679,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753153,-73.92668, ,0,256.175189,2676.828935
2625,Polygon,QN,636,8,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-57 36 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,PURPLE HAZE LLC,2504,7500,7500,0,0,0,0,0,7500,0,2,1,3,0,1,25,100.1,25,100,E,3,N,5,0,50850,210600,0,1930,0,0, , ,3,0,1,2.4,4,4006360008,0,55,1004577,213700,9b, ,401 084,40404, ,4006360008,12/17/2007,1, , ,24v1, ,40.75321,-73.926633, ,0,250.995043,2414.268781
2626,Polygon,QN,636,12,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-41 36 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,36-41 REALTY HOLDING LLC,5000,5000,5000,0,0,0,0,0,5000,0,2,1,1,0,1,50,100.83,50,100.83,N,0,N,5,0,90000,317700,0,1922,1988,0, , ,1,0,1,2.4,4,4006360012,0,55,1004636,213796,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753474,-73.92642, ,0,306.780153,5253.151348
2627,Polygon,QN,636,15,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-35 36 STREET,M1-1, , , , , , , , , ,N,F9,6,0, ,GOTHAM REALTY INC.,10000,15000,15000,0,1200,0,0,0,13800,0,2,1,2,0,2,100,100,100,100,N,0,N,5,0,141750,481950,0,1916,1985,0, , ,1.5,0,1,2.4,4,4006360015,0,55,1004688,213881,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753707,-73.926232, ,0,405.829967,10293.36261
2629,Polygon,QN,636,24,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-17 36 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,LIC 3616 LLC,5000,5712,5712,0,712,0,0,0,5000,0,2,1,2,0,1,25,200,25,200,E,0,N,5,2,72000,183150,57960,1930,2005,0, , ,1.14,0,1,2.4,4,4006360024,0,55,1004830,214014,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.754072,-73.925719, ,0,458.266989,5208.238915
2637,Polygon,QN,636,47,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-44 37 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,RUTH STEIN TRUST,17500,16850,16850,0,2100,0,0,0,0,14750,2,1,2,0,2,125,200,75,144,E,0,Y,5,0,226800,858600,0,1961,0,0, , ,0.96,0,1,2.4,4,4006360047,0,55,1004685,213738,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753314,-73.926243, ,0,655.132086,17582.99676
2638,Polygon,QN,636,52,401,4005500,40055001006,55,1004,30,26,11101,L116,114,41,400,4,1,6C,36-52 37 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,36-52 37TH STREET MANAGEMENT ASSOCIATES  LLC,2500,5000,5000,0,2500,0,0,2500,0,0,2,1,2,0,1,25,100,25,100,N,3,N,5,0,41400,319500,0,1930,2007,0, , ,2,0,1,2.4,4,4006360052,0,55,1004676,213668,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753122,-73.926276, ,0,253.676587,2590.021087
2640,Polygon,QN,637,14,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-27 37 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,"VERTA INDUSTRIES, L.L.C.",17500,2430,2430,0,0,0,0,0,2430,0,2,1,1,0,1,175,100,90,27,N,0,N,5,0,197100,431550,0,1996,0,0, , ,0.14,0,1,2.4,4,4006370014,0,55,1004903,213735,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753306,-73.925456, ,0,550.881369,17672.06893
2643,Polygon,QN,637,24,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-17 37 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,CAMLIN REALTY LLC,2500,3750,3750,0,1875,0,0,1875,0,0,2,1,2,0,1,25,100.83,25,75,N,0,N,5,0,45000,298800,0,1991,0,0, , ,1.5,0,1,2.4,4,4006370024,0,55,1004994,213883,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753712,-73.925127, ,0,250.960035,2415.447424
2647,Polygon,QN,637,30,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,37-02 36 AVENUE,M1-1, , , , , , , , , ,N,F9,6,0, ,3702 36TH AVE OWNERS CORP.,2341,3550,2175,1375,475,0,700,0,1000,0,2,2,2,1,2,25.33,92.42,25,40,G,1,N,3,2,37800,194850,0,1940,0,0, , ,1.52,0,1,2.4,4,4006370030,0,55,1005033,214017,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.754079,-73.924986, ,0,247.077486,2647.910598
2653,Polygon,QN,637,43,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-20 38 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,"V & F GANGI, L.L.C.",10100,12500,12500,0,2400,0,0,10100,0,0,2,1,2,0,1,101,100,101,100,N,2,N,3,0,181800,642600,337500,2004,0,0, , ,1.24,0,1,2.4,4,4006370043,0,55,1005062,213798,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753478,-73.924882, ,0,403.7651,10185.2543
2654,Polygon,QN,637,49,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-36 38 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,"4 CHICKENS, LLC",7500,8375,8375,0,0,0,8375,0,0,0,2,1,2,0,1,75,100.83,35,25,N,0,N,5,0,108900,229050,0,1930,0,0, , ,1.12,0,1,2.4,4,4006370049,0,55,1004990,213680,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753154,-73.925143, ,0,356.747851,7756.429437
2660,Polygon,QN,634,152,401,4005500,40055001002,55,1002,30,26,11106,L116,114,41,400,4,1,6C,36-38 35 STREET,M1-1, , , , , , , , , ,N,E2,6,0, ,36-38 35 STREET CORP,2500,2500,2500,0,0,0,0,0,2500,0,2,1,1,0,1,25,100,25,100,N,0,N,5,0,44100,160650,0,1957,0,0, , ,1,0,1,2.4,4,4006340152,0,55,1004312,214069,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.754224,-73.927588, ,0,248.703953,2405.849736
2663,Polygon,QN,635,12,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-57 35 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,21 STREET MANAGEMENT LLC,2521,2521,2521,0,0,0,0,0,2521,0,2,1,1,0,1,25,100.83,25,100,E,0,N,5,0,45000,243450,0,1965,0,0, , ,1,0,1,2.4,4,4006350012,0,55,1004368,213858,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.753644,-73.927387, ,0,253.981741,2605.506986
2664,Polygon,QN,635,13,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-53 35 STREET,M1-1, , , , , , , , , ,N,F4,6,0, ,21 STREET MANAGEMENT LLC,2500,2500,2500,0,0,0,0,0,2500,0,2,1,1,0,1,25,100.83,25,100,N,0,N,5,0,40500,160650,0,1940,0,0, , ,1,0,1,2.4,4,4006350013,0,55,1004381,213879,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.753702,-73.92734, ,0,251.228639,2469.651192
2667,Polygon,QN,635,58,401,4005500,40055001003,55,1003,30,26,11106,L116,114,41,400,4,1,6C,36-52 36 STREET,M1-1, , , , , , , , , ,N,F9,6,0,X,ROCKWELL REALTY CORP,5000,6250,6250,0,1250,0,0,0,5000,0,2,1,2,0,1,50,100.83,50,100,N,0,N,3,0,70650,240300,240300,1925,0,0, , ,1.25,0,1,2.4,4,4006350058,0,55,1004460,213815,9b, ,401 083,40404, ,0, ,1, , ,24v1, ,40.753526,-73.927055, ,0,300.924388,5029.712553
2669,Polygon,QN,636,9,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-55 36 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,36-55 REALTY HOLDING LLC,2500,2460,2460,0,0,0,0,0,2460,0,2,1,2,0,1,25,100.83,22,45,N,0,N,5,2,45000,160650,0,1910,0,0, , ,0.98,0,1,2.4,4,4006360009,0,55,1004590,213721,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753268,-73.926586, ,0,254.682212,2602.871039
2670,Polygon,QN,636,14,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-39 36 STREET,M1-1, , , , , , , , , ,N,F5,6,0, ,GOTHAM REALTY INC,2500,2350,2350,0,0,0,0,0,2350,0,2,1,1,0,1,25,100,25,100,N,0,N,5,0,38250,169200,0,1930,0,0, , ,0.94,0,1,2.4,4,4006360014,0,55,1004655,213828,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753561,-73.926351, ,0,251.668394,2448.523137
2671,Polygon,QN,636,19,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-27 36 STREET,M1-1, , , , , , , , , ,N,E2,6,0, ,RIGOGIANNIS STEVEN,5000,9300,9300,0,4500,0,0,0,4800,0,2,1,2,0,1,50,100,50,88,E,0,N,5,0,112500,405000,0,1925,0,0, , ,1.86,0,1,2.4,4,4006360019,0,55,1004728,213945,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753882,-73.926087, ,0,301.600649,4988.907257
2677,Polygon,QN,636,33,401,4005500,40055001004,55,1004,30,26,11106,L116,114,41,400,4,1,6C,36-06 37 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,"FPSK-1, LLC",4625,8378,8378,0,3753,0,1296,0,3329,0,2,1,2,0,1,50,92.5,50,92.5,N,3,N,3,0,135000,499950,0,2012,0,0, , ,1.81,0,1,2.4,4,4006360033,0,55,1004951,214068,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.754219,-73.925282, ,0,294.37104,4955.314352
2678,Polygon,QN,636,35,401,4005500,40055001004,55,1004,30,26,11101,L116,114,41,400,4,1,6C,36-12 37 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,"FPSK-1, LLC",5000,8753,8753,0,3753,0,0,0,5000,0,2,1,2,0,1,50,100,50,100,E,3,N,5,2,122400,551700,0,1953,2009,0, , ,1.75,0,1,2.4,4,4006360035,0,55,1004893,214020,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.754088,-73.925492, ,0,300.509555,4946.742254
2683,Polygon,QN,636,53,401,4005500,40055001006,55,1004,30,26,11101,L116,114,41,400,4,1,6C,36-58 37 STREET,M1-1, , , , , , , , , ,N,F5,6,0,X,RAIN FOREST ART FOUNDATION,5162,15000,15000,0,0,0,0,0,15000,0,2,1,3,0,1,52.52,100.23,50,100,N,3,Y,5,0,116100,700650,700650,1930,0,0, , ,2.91,0,1,2.4,4,4006360053,0,55,1004656,213635,9b, ,401 084,40404, ,4006360008,12/17/2007,1, , ,24v1, ,40.753032,-73.926348, ,0,305.721418,5223.79757
2684,Polygon,QN,637,2,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-45 37 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,"VERTA INDUSTRIES, L.L.C.",20000,20500,20500,0,0,0,7500,0,13000,0,2,1,1,0,2,75,304.33,75,100,E,0,N,5,0,360000,768150,0,1954,0,0, , ,1.03,0,1,2.4,4,4006370002,0,55,1004805,213575,9b, ,401 084,40404, ,4006370002,7/31/1995,1, , ,24v1, ,40.752867,-73.92581, ,0,607.066096,20530.14266
2687,Polygon,QN,637,47,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-32 38 STREET,M1-1, , , , , , , , , ,N,E9,6,0, ,CTCA INC.,5000,6000,6000,0,0,0,0,0,6000,0,2,1,2,0,1,50,100,50,25,N,0,N,5,0,90000,429750,0,1930,0,0, , ,1.2,0,1,2.4,4,4006370047,0,55,1005023,213734,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.753302,-73.925023, ,0,308.263572,5261.882578
2689,Polygon,QN,637,63,401,4005500,40055001005,55,1005,30,26,11101,L116,114,41,400,4,1,6C,36-56 38 STREET,M1-1, , , , , , , , , ,N,E1,6,0, ,BENITO SKROCE,2500,4500,4500,0,1800,0,0,2700,0,0,2,1,2,0,1,25,100,25.92,100,G,0,N,5,0,56250,229050,0,1985,0,0, , ,1.8,0,1,2.4,4,4006370063,0,55,1004885,213510,9b, ,401 084,40404, ,0, ,1, , ,24v1, ,40.752688,-73.925522, ,0,260.90597,2768.784461
2694,Polygon,QN,639,7,401,4005700,40057003002,57,3002,30,26,11106,L116,114,41,400,4,1,6C,35-35 35 STREET,M1-5, , , , , , , , , ,N,E9,6,0, ,"DESPOTIS, SERGIOS",15000,36000,36000,0,0,0,0,0,36000,0,2,1,3,0,5,150,100,130,90,N,0,N,5,0,270000,569700,0,1960,0,0, , ,2.4,0,5,6.5,4,4006390007,0,57,1004800,214559,9b, ,401 090,40404, ,0, ,1, , ,24v1, ,40.755567,-73.925826, ,0,501.472177,15073.35342
2695,Polygon,QN,639,13,401,4005700,40057003002,57,3002,30,26,11106,L116,114,41,400,4,1,6C,35-25 35 STREET,M1-5, , , , , , , , , ,N,E1,6,0, ,W B WERWAISS REALTY LLC,15000,16125,16125,0,0,0,7500,8625,0,0,2,1,2,0,1,75,200,75,200,N,0,N,5,0,405000,829350,0,1940,0,0, , ,1.08,0,5,6.5,4,4006390013,0,57,1004902,214629,9b, ,401 090,40404, ,0, ,1, , ,24v1, ,40.755759,-73.925457, ,0,551.373023,15020.71045
2703,Polygon,QN,640,31,401,4005700,40057003003,57,3003,30,26,11101,L116,114,41,400,4,1,6C,35-18 37 STREET,M1-5, , , , , , , , , ,N,F5,6,0, ,KASSABIAN ASSOCIATES LLC,10000,28000,28000,0,0,0,0,0,28000,0,2,1,3,0,1,100,100.83,100,90,E,0,N,5,0,180000,995400,0,1929,0,0, , ,2.8,0,5,6.5,4,4006400031,0,57,1005185,214497,9b, ,401 090,40404, ,0, ,1, , ,24v1, ,40.755396,-73.924436, ,0,403.089815,10153.00621
2704,Polygon,QN,640,48,401,4005700,40057003003,57,3003,30,26,11106,L116,114,41,400,4,1,6C,36-13 36 AVENUE,M1-5, , , , , , , , , ,N,F5,6,0, ,ARROW 36 LLC,11532,34575,34575,0,0,0,0,0,34575,0,2,1,3,0,5,124.59,92.5,125,92,N,0,N,3,0,181800,1246950,0,1928,1991,1996, , ,3,0,5,6.5,4,4006400048,0,57,1005006,214228,9b, ,401 090,40404, ,4006400048,3/12/1997,1, , ,24v1, ,40.754658,-73.925083, ,0,445.989985,12234.86997
2707,Polygon,QN,2343,16,402,4024300,40243002006,243,2010,24,26,11377,Q288,108,41,920,4,2,1E,51-11 58 PLACE,M1-1, , , , , , , , , ,N,E1,6,0, ,MAM PROPERTIES LLC,15107,8000,8000,0,0,0,0,0,8000,0,2,1,1,0,1,98.65,96.15,80,100,N,2,Y,3,0,307800,845100,0,1956,0,0, , ,0.53,0,1,2.4,4,4023430016,0,243,1009844,207515,13c, ,409 037,41302, ,0, ,1, , ,24v1, ,40.73622,-73.907646, ,0,479.930271,12103.87591
2709,Polygon,QN,2345,1,402,4024300,40243002012,243,2016,24,26,11377,Q288,108,41,920,4,2,1E,59-05 52 AVENUE,M1-1, , , , , , , , , ,N,E1,6,0, ,"LAUREL WOOD PROPERTIES I, LLC",87800,29400,29400,0,0,0,0,0,29400,0,2,1,2,0,1,200,451,80,100,N,0,Y,1,0,1071000,3219750,0,1930,1993,0, , ,0.33,0,1,2.4,4,4023450001,0,243,1010332,207217,13c, ,409 038,41302, ,0, ,1, , ,24v1, ,40.735401,-73.905886, ,0,1289.913806,90292.49466
2710,Polygon,QN,2514,34,402,4020500,40205001002,205,1003,24,26,11378,E259,108,41,910,4,2,3C,43-15 54 AVENUE,M2-1, , , , , , , , , ,N,F4,6,0, ,A J MCNULTY CO INC,9200,10500,10500,0,1500,0,0,0,9000,0,2,1,2,0,1,92,100,91,100,N,0,N,5,0,72450,566100,0,1930,1970,0, , ,1.14,0,2,0,4,4025140034,0,205,1005364,206092,13a, ,403 001,41401, ,0, ,1, , ,24v1, ,40.732326,-73.923816, ,0,386.143824,9301.23417
2715,Polygon,QN,2519,29,402,4020500,40205001009,205,1026,24,26,11378,E259,108,41,910,4,2,3C,42-20 55 AVENUE,M3-1, , , , , , , , , ,N,E1,6,0,X,NYS DEPARTMENT OF TRANSPORTATION,24250,24000,24000,0,3000,0,0,21000,0,0,2,1,2,0,1,100,245,100,182,N,0,Y,3,0,95850,1571400,1571400,1966,1995,0, , ,0.99,0,2,0,4,4025190029,0,205,1004702,205289,13a, ,403 002,41401, ,0, ,1, , ,24v1,t,40.730124,-73.926208, ,0,686.320812,24311.90194
2716,Polygon,QN,2519,34,402,4020500,40205001009,205,1026,24,26,11378,E259,108,41,910,4,2,3C,55-06 43 STREET,M3-1, , , , , , , , , ,N,E1,6,0, ,"PLANET REALTY,",8000,6500,6500,0,0,0,0,0,6500,0,2,1,1,0,1,80,100,100,65,N,0,N,3,0,108450,469350,130410,1960,2005,2015, , ,0.81,0,2,0,4,4025190034,0,205,1004827,205339,13a, ,403 002,41401, ,0, ,1, , ,24v1, ,40.730261,-73.925756, ,0,362.820442,8070.757645
