OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area,OBJECTID,Join_Count,TARGET_FID,Name,Type,Type consolidated,Longitude,Latitude,Address,County,Zip Code,Description,OBJECTID,Join_Count,TARGET_FID,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area
11,Polygon,BX,2320,185,201,2005100,20051001017,51,1021,7,8,10451,E060,40,23,3800,2,1,1A,253 EAST 137 STREET,M1-4, , , , , , , , , ,N,E9,6,0, ,251 EAST 137TH STREET REALTY CORP.,8280,10345,10345,0,2245,0,0,8100,0,0,2,1,1,0,1,59.87,137.63,59,137,N,1,Y,5,0,38250,547650,0,1970,2002,0, , ,1.25,0,2,6.5,2,2023200185,0,51,1004120,234753,6a, ,209S002,20902, ,0, ,1, , ,24v1, ,40.810996,-73.92822, ,0,395.693322,8139.788905,29,1,11,WASTE CONNECTIONS - NEW YORK CITY,Recycling and Garbage,Recycling and Garbage,40.814065,-73.9279,2630 Park Ave,Bronx,NY 10451,CDW,11,2,29,BX,2340,105,201,2005100,20051002004,51,2004,7,8,10451,L017,40,23,3800,2,1,1A,2630 PARK AVENUE,M1-2, , , , , , , , , ,N,O2,5,0, ,IESI NY CORPORATION,4179,8300,8300,0,7300,0,1000,0,0,0,2,1,2,0,4,50,83.58,50,83,N,0,N,3,0,18900,535050,0,1931,1993,0, , ,1.99,0,2,4.8,2,2023400105,0,51,1004212,235848,6a, ,209N068,20903, ,0, ,1, ,1,24v1, ,40.814001,-73.927885, ,0,262.053594,3988.941067
12,Polygon,BX,2322,1,201,2005100,20051001004,51,1019,7,8,10451,E060,40,23,3800,2,1,1A,175 CANAL STREET WEST,M1-4, , , , , , , , , ,N,E1,6,0, ,"99 EVERGREEN, LLC",38514,38738,38738,0,514,0,0,38224,0,0,2,2,1,0,2,347.89,179.22,347,179,N,0,Y,3,0,433350,2280150,0,1931,2022,0, , ,1.01,0,2,6.5,2,2023220001,0,51,1003493,234933,6a, ,209S002,20902, ,2023220013,3/26/2003,1, , ,24v1, ,40.811492,-73.930485, ,0,1053.80627,38278.98448,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
13,Polygon,BX,2322,5,201,2005100,20051001004,51,1019,7,8,10451,E060,40,23,3800,2,1,1A,2510 PARK AVENUE,M1-4, , , , , , , , , ,N,G7,10,0, ,SOUTH BRONX CHARTER SCHOOL FOR INTERNATI ONAL CULTU,22385,0,0,0,0,0,0,0,0,0,7,0,0,0,0,152,95,0,0, ,0,Y,0,5,697050,697050,0,0,2022,0, , ,0,0,2,6.5,2,2023220005,0,51,1003417,234980,6a, ,29S 002,20902, ,2023220013,3/26/2003,1, , ,24v1, ,40.811621,-73.930759, ,0,670.424354,23309.21939,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
14,Polygon,BX,2322,67,201,2005100,20051001008,51,1018,7,8,10451,E060,40,23,3800,2,1,1A,164 CANAL STREET WEST,M1-4, , , , , , , , , ,N,H3,5,0, ,VERTU HOSPITALITY LLC,9240,22722,0,0,0,0,0,0,0,0,2,1,5,0,1,90.5,108,72,52,N,1,Y,3,0,88650,2386800,0,2019,2018,0, , ,2.46,0,2,6.5,2,2023220067,0,51,1003491,234691,6a, ,209S002,20902, ,0, ,1, ,1,24v1, ,40.810827,-73.930493, ,0,385.776403,9064.364959,195,1,14,D & G Demolition & Carting,Recycling and Garbage,Recycling and Garbage,40.801915,-73.9129,780 E 135th St,Bronx,NY 10454,CDW,14,1,195,BX,2586,1,201,2001902,20019021021,19,3024,7,8,10454,L029,40,23,4700,2,1,2A,780 EAST 135 STREET,M1-2, , , , , , , , , ,N,E9,6,0, ,H HOLDING 780 LLC,21800,84650,84650,0,0,0,0,0,84650,0,2,1,5,0,1,200,109,200,75,N,0,N,3,0,147150,2076300,0,1912,0,0, , ,3.88,0,2,4.8,2,2025860001,0,19,1008415,231437,6b, ,209S021,21002, ,0, ,1,1,1,24v1, ,40.801884,-73.912717, ,0,629.37266,22629.87466
15,Polygon,BX,2322,71,201,2005100,20051001008,51,1018,7,8,10451,E060,40,23,3800,2,1,1A,136 CANAL STREET WEST,M1-4, , , , , , , , , ,N,O1,5,0, ,YELLOW TAXI REALTY LLC,26750,2823,2823,0,2823,0,0,0,0,0,2,1,1,0,1,250,107.67,36,104,N,0,N,5,0,636750,803250,0,1931,0,0, , ,0.11,0,2,6.5,2,2023220071,0,51,1003607,234811,6a, ,209S002,20902, ,0, ,1, ,1,24v1, ,40.811157,-73.930073, ,0,719.513657,27436.59397,161,1,15,Savant Sheet Metal Fabricators,Fabricators,Fabricators,40.802107,-73.9134,755 E 134th St 1st Floor,Bronx,NY 10454,CDW,15,1,161,BX,2563,40,201,2001902,20019021020,19,3023,7,8,10454,L029,40,23,4700,2,1,2A,755 EAST 134 STREET,M1-2, , , , , , , , , ,N,F1,6,0, ,753 E 134TH LLC,15193,35082,35082,0,0,0,0,0,35082,0,2,1,4,0,1,100,151.93,100,100,E,0,N,3,0,72000,598050,0,1922,0,0, , ,2.31,0,2,4.8,2,2025630040,0,19,1008228,231486,6b, ,209S019,21001, ,0, ,1,1,1,24v1, ,40.802019,-73.913392, ,0,507.599236,15412.46797
16,Polygon,BX,2322,81,201,2005100,20051001007,51,1017,7,8,10451,E060,40,23,3800,2,1,1A,220 EAST 138 STREET,M1-4/R7X,M1-4, , , , ,MX-13, , , ,Y,F5,6,1, ,CIGON LLC,37900,42462,42462,0,7425,0,0,5000,30037,0,2,1,2,0,1,351.67,107.67,260,108,N,0,N,3,0,155700,2257200,1547100,1931,2007,0, , ,1.12,5,2,5,2,2023220081,0,51,1003820,235027,6a, ,209S002,20902,E-227,0, ,1, , ,24v1, ,40.811749,-73.929303, ,0,284.85461,3564.530467,291,1,16,CFS Steel,Fabricators,Fabricators,40.801457,-73.9163,695 E 132nd St,Bronx,NY 10454,CDW,16,1,291,BX,2561,80,201,2001902,20019021043,19,3038,7,8,10454,L029,40,23,4700,2,1,2A,695 EAST 132 STREET,M1-2, , , , , , , , , ,N,O2,5,0, ,"STELLENBOSCH PROPERTIES, LLC",4125,11075,11075,0,10350,0,725,0,0,0,2,1,4,0,6,37.5,110,25,100,EG,0,N,5,0,20250,793350,773100,1931,2008,0, , ,2.68,0,2,4.8,2,2025610080,0,19,1007425,231298,6b, ,209S019,21001, ,0, ,1, , ,24v1, ,40.801505,-73.916293, ,0,292.893855,4049.537888
17,Polygon,BX,2322,104,201,2005100,20051001007,51,1017,7,8,10451,E060,40,23,3800,2,1,1A,231 RIDER AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,231 RIDER AVENUE LLC,17500,13900,13900,0,0,0,0,13900,0,0,2,4,1,0,1,175,100,75,60,N,0,N,4,0,92250,635850,0,1969,0,0, , ,0.79,0,2,6.5,2,2023220104,0,51,1003939,234923,6a, ,209S002,20902, ,0, ,1,1,1,24v1, ,40.811463,-73.928874, ,0,563.737943,18612.52747,67,1,17,Quality Gates,Fabricators,Fabricators,40.803146,-73.9131,729 East 135 street,Bronx,NY 10454,CDW,17,1,67,BX,2564,45,201,2001902,20019021013,19,3018,7,8,10454,L029,40,23,4700,2,1,2A,726 EAST 136 STREET,M1-2, , , , , , , , , ,N,E1,6,0, ,EAST 136 LLC,5000,6500,6500,0,0,0,0,0,6500,0,2,1,2,0,1,50,100,50,100,N,0,N,5,0,29250,415350,275400,2005,0,0, , ,1.3,0,2,4.8,2,2025640045,0,19,1008271,231873,6b, ,209S020,21001, ,2025640040,7/28/1989,1, , ,24v1, ,40.803081,-73.913235, ,0,297.666804,4916.901496
18,Polygon,BX,2322,111,201,2005100,20051001007,51,1017,7,8,10451,E060,40,23,3800,2,1,1A,215 RIDER AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,UNITED PARCEL SERVICE INC,44350,41700,41700,0,0,0,0,0,41700,0,2,1,1,0,1,443.58,100,391.42,99.83,N,0,N,3,0,166500,1764900,0,1965,0,0, , ,0.94,0,2,6.5,2,2023220111,0,51,1003723,234703,6a, ,209S002,20902, ,0, ,1,1,1,24v1, ,40.81086,-73.929655, ,0,1089.987506,46235.31196,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
19,Polygon,BX,2322,129,201,2005100,20051001015,51,1022,7,8,10451,E060,40,23,3800,2,1,1A, RIDER AVENUE,M1-4, , , , , , , , , ,N,V1,11,0,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,700,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6.17,100,0,0, ,0,Y,8,5,7200,7200,7200,0,0,0, , ,0,0,2,6.5,2,2023220129,0,51,1003566,234545,6a, ,209S002,20902, ,0, ,1,1,1,24v1,t,40.810426,-73.930222, ,0,222.001652,652.716411,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
20,Polygon,BX,2323,60,201,2005100,20051001005,51,1020,7,8,10451,E060,40,23,3800,2,1,1A, MAJ WM DEEGAN BLVD,M1-4, , , , , , , , , ,N,U6,7,1,X,METROPOLITAN TRANSPORTATION AUTHORITY,33225,0,0,0,0,0,0,0,0,0,7,0,0,0,0,241.17,150.5,0,0,N,0,Y,3,0,0,0,0,0,0,0, , ,0,0,2,6.5,2,2023230060,0,51,1003395,235171,6a, ,209S003,20902, ,0, ,1, ,1,24v1, ,40.812145,-73.930838, ,0,832.544744,32382.25179,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
21,Polygon,BX,2323,130,201,2005100,20051001005,51,1020,7,8,10451,E060,40,23,3800,2,1,1A,EAST 138 STREET,M1-4, , , , , , , , , ,N,T2,7,1,O,METROPOLITAN TRANSPORTATION AUTHORITY,7200,0,0,0,0,0,0,0,0,0,7,0,0,0,0,61,118,0,0,N,0,Y,5,0,17100,28800,28800,0,0,0, , ,0,0,2,6.5,2,2023230130,0,51,1003532,235234,6a, ,209S003,20902, ,0, ,1, , ,24v1, ,40.812318,-73.930343, ,0,350.445351,5324.064048,248,1,21,Peckham Asphalt Resale Corporation,Cement,Cement,40.801972,-73.9061,939 E 138th St,Bronx,NY 10454,CDW,21,1,248,BX,2597,1,201,2001903,20019032004,19,4003,7,8,10454,L029,40,23,4700,2,1,2A,939 EAST 138 STREET,M3-1, , , , , , , , , ,N,F8,6,2, ,SPRAGUE OPERATING RESOURCES LLC,211726,4424,4424,0,0,0,0,0,4424,0,2,4,1,0,1,385,442.54,35,25,N,0,Y,3,0,562050,15614550,0,1948,0,0, , ,0.02,0,2,0,2,2025970001,0,19,1010272,231553,6d, ,209S038,21002, ,0, ,1,1,1,24v1, ,40.802197,-73.906009, ,0,1816.74407,187600.5115
22,Polygon,BX,2340,11,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,2564 PARK AVENUE,M1-4/R7X,M1-2, , , , ,MX-13, , , ,Y,E1,6,0, ,JC 135TH STREET REALTY LLC,18091,56200,20600,0,0,0,0,20600,0,0,2,2,3,0,4,61.17,222.42,61.2,105.5,N,2,Y,5,0,94500,1923750,0,1931,0,0, , ,3.11,5,2,5,2,2023400011,0,51,1004058,235373,6a, ,209N067,20903,E-227,0, ,1, ,1,24v1, ,40.812698,-73.928442, ,0,523.536996,7428.2748,106,1,22,Rosenzweig Lumber Corporation,Building Materials Suppliers,Miscellaneous,40.802252,-73.9118,801 E 135th St #1,Bronx,NY 10454,CDW,22,1,106,BX,2587,69,201,2001902,20019021022,19,3025,7,8,10454,L029,40,23,4700,2,1,2A,801 EAST 135 STREET,M1-2, , , , , , , , , ,N,E9,6,0, ,801 EAST 135TH LLC,8345,25000,25000,0,0,0,0,25000,0,0,2,1,3,0,1,76.08,100,68,100,E,0,Y,5,0,78750,859950,0,1931,0,0, , ,3,0,2,4.8,2,2025870069,0,19,1008664,231542,6d,Y,209S022,21002, ,0, ,1,1,1,24v1, ,40.802172,-73.911817, ,0,364.71947,8148.478679
23,Polygon,BX,2340,14,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,2568 PARK AVENUE,M1-2, , , , , , , , , ,N,H3,5,0, ,2568 PARK BRONX LLC,11128,44315,22470,0,0,10022,11200,0,0,1248,2,1,10,0,1,50,222.5,49,202,N,1,N,4,0,115200,5441400,0,2018,2017,0, , ,3.98,0,2,4.8,2,2023400014,0,51,1004077,235439,6a, ,209N067,20903, ,0, ,1, ,1,24v1, ,40.812879,-73.928374, ,0,550.528063,11315.68002,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
24,Polygon,BX,2340,16,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,2572 PARK AVENUE,M1-2, , , , , , , , , ,N,E1,6,0, ,"HOMEBORN REALTY, LLC",5835,19425,19425,0,0,0,0,0,19425,0,2,1,3,0,1,53.67,112.17,50,105,N,0,Y,3,0,33750,555300,0,1931,0,0, , ,3.33,0,2,4.8,2,2023400016,0,51,1004053,235510,6a, ,209N067,20903, ,2023400016,12/18/1989,1, ,1,24v1, ,40.813074,-73.92846, ,0,346.397273,6264.032379,51,1,24,S & J Supply,Building Materials Suppliers,Miscellaneous,40.802423,-73.9186,608 E 133rd St,Bronx,NY 10454,CDW,24,1,51,BX,2546,19,201,2001902,20019021040,19,2003,7,8,10454,L029,40,23,4700,2,1,2A,600 BRUCKNER BOULEVARD,M1-2, , , , , , , , , ,N,E9,6,0, ,BRUCKNER BOULEVARD ASSOCIATES,21000,31700,31700,0,0,0,0,0,31700,0,2,1,2,0,1,200,210,200,210,N,0,Y,4,0,139500,1444950,0,1924,0,0, , ,1.51,0,2,4.8,2,2025460019,0,19,1006817,231708,6b, ,209S017,21001, ,0, ,1, , ,24v1, ,40.802632,-73.918488, ,0,837.382756,31725.67427
25,Polygon,BX,2340,28,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,2590 PARK AVENUE,M1-2, , , , , , , , , ,N,F4,6,0, ,"2590 PARK AVENUE, LLC",50400,48952,48952,0,8000,0,0,0,40952,0,2,1,1,0,1,225,224.5,225,224,N,2,N,3,0,297450,1732500,0,1958,1961,1997, , ,0.97,0,2,4.8,2,2023400028,0,51,1004188,235649,6a, ,209N067,20903, ,0, ,1, ,1,24v1, ,40.813455,-73.927972, ,0,904.289882,51108.58163,220,1,25,Johnstone Supply Bronx,Building Materials Suppliers,Miscellaneous,40.803472,-73.9092,845 E 138th St,Bronx,NY 10454,CDW,25,1,220,BX,2590,51,201,2001903,20019031003,19,3011,7,8,10454,L029,40,23,4700,2,1,2A,865 EAST 138 STREET,M3-1, , , , , , , , , ,N,F5,6,0, ,WALCOTT SHOE LLC,61575,59675,59675,0,0,0,0,0,59675,0,2,1,1,0,3,275,225,275,225,N,0,Y,3,0,305100,2100150,0,1949,0,0, , ,0.97,0,2,0,2,2025900051,0,19,1009557,232009,6d, ,209S037,21002, ,0, ,1,1,1,24v1, ,40.803451,-73.90859, ,0,1004.872634,62770.87982
26,Polygon,BX,2340,40,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,15 CANAL PLACE,M1-2, , , , , , , , , ,N,K4,4,0, ,"15 CANAL PLACE, LLC",5540,19550,19550,0,0,0,0,0,0,19550,2,1,4,0,1,50,110.67,50,100,N,0,Y,5,0,31500,1002600,0,1931,0,0, , ,3.53,0,2,4.8,2,2023400040,0,51,1004176,235500,6a, ,209N067,20903, ,2023400016,12/18/1989,1, ,1,24v1, ,40.813046,-73.928016, ,0,311.158402,5196.35158,312,1,26,Bruckner Lumber & Building Supply Co,Building Materials Suppliers,Miscellaneous,40.805224,-73.9121,259 Bruckner Blvd,Bronx,NY 10454,CDW,26,1,312,BX,2569,5,201,2002702,20027022000,27.02,2000,7,8,10454,E083,40,23,4700,2,1,2A,270 JACKSON AVENUE,M1-2, , , , , , , , , ,N,E9,6,0, ,"BRUCKNER HOLDING,",17000,15309,15309,0,0,0,0,0,15309,0,2,1,2,0,1,100.08,205.2,100,147,N,0,Y,3,0,76500,1499400,0,1931,0,0, , ,0.9,0,2,4.8,2,2025690005,0,2702,1008573,232647,6a,Y,209S033,21001, ,0, ,1, , ,24v1, ,40.805205,-73.912142, ,0,555.814394,17018.89973
27,Polygon,BX,2340,42,201,2005100,20051002009,51,2010,7,8,10451,L017,40,23,3800,2,1,1A,11 CANAL PLACE,M1-2, , , , , , , , , ,N,F5,6,0, ,"2550 PARK AVENUE ASSOCIATES,",5535,20000,20000,0,0,0,0,0,20000,0,2,1,4,0,1,50,110.58,50,100,N,0,Y,5,0,31950,594000,0,1931,0,0, , ,3.61,0,2,4.8,2,2023400042,0,51,1004153,235456,6a, ,209N067,20903, ,2023400016,12/18/1989,1, ,1,24v1, ,40.812926,-73.928099, ,0,315.335248,5431.674595,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
28,Polygon,BX,2340,63,201,2005100,20051002008,51,2009,7,8,10451,L017,40,23,3800,2,1,1A,275 RIDER AVENUE,M1-2, , , , , , , , , ,N,F9,6,0, ,IESI NY CORPORATION,31582,23000,23000,0,800,0,0,0,22200,0,2,2,1,0,1,80,125,155,125,N,3,Y,5,0,213300,1027350,0,1964,0,0, , ,0.73,0,2,4.8,2,2023400063,0,51,1004267,235293,6a, ,209N067,20903, ,2023400061,12/17/1986,1,1,1,24v1, ,40.812478,-73.927688, ,0,751.171272,31936.87733,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
