OBJECTID *,Shape *,OBJECTID *,uid,BOROUGH,BLOCK,LOT,BBL,MAPBBL,CD,HNUM,SNAME,ADDRESS,PARCELNAME,AGENCY,USECODE,USETYPE,OWNERSHIP,CATEGORY,EXPANDCAT,EXCATDESC,LEASED,FINALCOM,AGREEMENT,XCOORD,YCOORD,LATITUDE,LONGITUDE,DCPEDITED
928,Point,545,8d4689ecd24c9efa620d3fac2f9a4321,4,13433,41,4134330041,4134330041,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049829,177943,40.654847,-73.763652,<Null>
932,Point,568,93427df100769e290d02af38657408e9,4,1210,33,4012100033,4012100033,402,<Null>,56 STREET,56 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1010069,212339,40.749461,-73.906816,<Null>
933,Point,583,9645253dcdf975b0d29858cc59be8353,4,13432,21,4134320021,4134320021,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049919,178536,40.656474,-73.763322,<Null>
938,Point,616,9de0dd3f7bb6cafec16ecd39673c1f11,4,2575,75,4025750075,4025750075,402,<Null>,56 ROAD,56 ROAD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1007019,203678,40.725697,-73.917853,<Null>
940,Point,669,ad721ee75d271c239b200279430b02cd,4,13433,34,4134330034,4134330034,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049869,178051,40.655143,-73.763507,<Null>
947,Point,742,c068e4d248e11ce79a91553c48658a37,4,13433,57,4134330057,4134330057,413,<Null>,183 STREET,183 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049744,178038,40.655108,-73.763958,<Null>
949,Point,749,c20b36114b315d4af3377b1b1eccf44d,4,10352,98,4103520098,4103520098,412,<Null>,JAMAICA AVENUE,JAMAICA AVENUE,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1046939,197875,40.709576,-73.773882,<Null>
950,Point,752,c2cdc7d7fc093deef02ee10bf25808b8,4,13433,59,4134330059,4134330059,413,<Null>,183 STREET,183 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049737,178082,40.655229,-73.763982,<Null>
952,Point,766,c4dda171572cea7820e469e8c7f4fc37,4,13420,8,4134200008,4134200008,413,<Null>,ROCKAWAY BOULEV,ROCKAWAY BOULEV,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049611,177954,40.654878,-73.764438,<Null>
954,Point,777,ca36a612d4421b99ad071f4d45f2fbf6,4,70,45,4000700045,4000700045,402,<Null>,51 AVENUE,51 AVENUE,UNDER MIDTOWN TUNNEL EXPWY,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,998518,209413,40.741456,-73.948511,<Null>
956,Point,785,cd1624a89262a084d4fea33a96d08d12,4,13432,30,4134320030,4134320030,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1050048,178473,40.6563,-73.762858,<Null>
960,Point,810,d1401dc6d8b851fcfb424d9ac496e3b6,4,13433,53,4134330053,4134330053,413,<Null>,183 STREET,183 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049755,177953,40.654875,-73.763919,<Null>
961,Point,811,d1badf0d5872e1b1c992245c5d3f1f1e,4,13432,32,4134320032,4134320032,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1050024,178418,40.656149,-73.762945,<Null>
963,Point,821,d44db52ec7d5411aa6ab83b44f2956aa,4,2552,75,4025520075,4025520075,402,<Null>,56 ROAD,56 ROAD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1005682,203869,40.726224,-73.922676,<Null>
965,Point,875,e9b0b7422fa3dce678e3e42925218cbe,4,13433,69,4134330069,4134330069,413,<Null>,183 STREET,183 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049718,178285,40.655786,-73.764049,<Null>
966,Point,895,eeb348f9babda5528e911bc8b73ffe36,4,13433,45,4134330045,4134330045,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049814,177943,40.654847,-73.763706,<Null>
967,Point,899,efae7e9807cc89c4e9c7d87d4afbbe5d,4,13433,36,4134330036,4134330036,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049821,178139,40.655385,-73.763679,<Null>
968,Point,900,efc64c49b6a1293463662e32404060bf,4,2599,49,4025990049,4025990049,405,<Null>,RUST STREET,RUST STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1008542,201831,40.720623,-73.912365,<Null>
969,Point,902,f011d8f16b663e57a9066c38025dd938,4,14260,144,4142600144,4142600144,483,<Null>,SOUTH CONDUIT BOULEVARD,SOUTH CONDUIT BOULEVARD,PARK,DOT,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1030808,181581,40.664953,-73.832179,<Null>
970,Point,915,f427339a0c23471d1718a67ffbf1d1f1,4,13433,55,4134330055,4134330055,413,<Null>,183 STREET,183 STREET,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049746,177992,40.654982,-73.763951,<Null>
971,Point,916,f457125767444867331a72ab327df89f,4,10059,10,4100590010,4100590010,412,14726,105 AVENUE,14726 105 AVENUE,<Null>,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,D,<Null>,1038919,192933,40.696065,-73.80285,<Null>
976,Point,955,fd21b0b4c2399350254bb9142e0e046c,4,2575,244,4025750244,4025750244,402,<Null>,49 LANE,49 LANE,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1006979,202899,40.723559,-73.918,<Null>
978,Point,965,ff817f6007ac697876493f7dfd95165c,4,276,46,4002760046,4002760046,402,<Null>,QUEENS BOULEVARD,QUEENS BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1002574,210976,40.745738,-73.93387,<Null>
979,Point,967,ff9e665a333cf970cd8b52ddd98cc5fa,4,13433,29,4134330029,4134330029,413,<Null>,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,<Null>,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,<Null>,<Null>,<Null>,1049903,178139,40.655384,-73.763384,<Null>
